City_country,Rank,Attribute,Value
"Cape Town, South Africa",383,Levi 501 Jeans ,46.81
"Cape Town, South Africa",383,Summer dress ,32.75
"Cape Town, South Africa",383,Nike Runners ,87.19
"Lima, Peru",385,Food,74.3
"Lima, Peru",385,Public Transport,15.66
"Lima, Peru",385,Petrol 50L ,65.5
"Lima, Peru",385,Utility Bills ,71.32
"Lima, Peru",385,Internet 60mbps ,30.91
"Lima, Peru",385,Gym Monthly ,37.19
"Lima, Peru",385,Cinema Ticket,5.48
"Lima, Peru",385,Levi 501 Jeans ,43.81
"Lima, Peru",385,Summer dress ,28.35
"Lima, Peru",385,Nike Runners ,71.57
"Olomouc, Czech Republic",386,Food,103.92
"Olomouc, Czech Republic",386,Public Transport,15.14
"Olomouc, Czech Republic",386,Petrol 50L ,97.5
"Olomouc, Czech Republic",386,Utility Bills ,208.45
"Olomouc, Czech Republic",386,Internet 60mbps ,19.47
"Olomouc, Czech Republic",386,Gym Monthly ,44.34
"Olomouc, Czech Republic",386,Cinema Ticket,7.76
"Olomouc, Czech Republic",386,Levi 501 Jeans ,81.11
"Olomouc, Czech Republic",386,Summer dress ,32.37
"Olomouc, Czech Republic",386,Nike Runners ,77.14
"Gdynia, Poland",387,Food,101
"Gdynia, Poland",387,Public Transport,22.54
"Gdynia, Poland",387,Petrol 50L ,73
"Gdynia, Poland",387,Utility Bills ,199.93
"Gdynia, Poland",387,Internet 60mbps ,11.93
"Gdynia, Poland",387,Gym Monthly ,27.3
"Gdynia, Poland",387,Cinema Ticket,5.63
"Gdynia, Poland",387,Levi 501 Jeans ,81.09
"Gdynia, Poland",387,Summer dress ,29.62
"Gdynia, Poland",387,Nike Runners ,75.6
"Recife, Brazil",388,Food,72.32
"Recife, Brazil",388,Public Transport,38.32
"Recife, Brazil",388,Petrol 50L ,63
"Recife, Brazil",388,Utility Bills ,77.53
"Recife, Brazil",388,Internet 60mbps ,19.79
"Recife, Brazil",388,Gym Monthly ,20.63
"Recife, Brazil",388,Cinema Ticket,6.71
"Recife, Brazil",388,Levi 501 Jeans ,47.18
"Recife, Brazil",388,Summer dress ,40.87
"Recife, Brazil",388,Nike Runners ,70.62
"Ostrava, Czech Republic",390,Food,100.61
"Ostrava, Czech Republic",390,Public Transport,21.63
"Ostrava, Czech Republic",390,Petrol 50L ,100
"Ostrava, Czech Republic",390,Utility Bills ,257.47
"Ostrava, Czech Republic",390,Internet 60mbps ,18.17
"Ostrava, Czech Republic",390,Gym Monthly ,36.77
"Ostrava, Czech Republic",390,Cinema Ticket,7.89
"Ostrava, Czech Republic",390,Levi 501 Jeans ,83.43
"Ostrava, Czech Republic",390,Summer dress ,39.24
"Ostrava, Czech Republic",390,Nike Runners ,83
"Belo Horizonte, Brazil",392,Food,77.34
"Belo Horizonte, Brazil",392,Public Transport,32.76
"Belo Horizonte, Brazil",392,Petrol 50L ,65.5
"Belo Horizonte, Brazil",392,Utility Bills ,70.83
"Belo Horizonte, Brazil",392,Internet 60mbps ,19.46
"Belo Horizonte, Brazil",392,Gym Monthly ,19.75
"Belo Horizonte, Brazil",392,Cinema Ticket,5.75
"Belo Horizonte, Brazil",392,Levi 501 Jeans ,54.79
"Belo Horizonte, Brazil",392,Summer dress ,40.76
"Belo Horizonte, Brazil",392,Nike Runners ,73.64
"Durban, South Africa",393,Food,83.7
"Durban, South Africa",393,Public Transport,44.48
"Durban, South Africa",393,Petrol 50L ,61
"Durban, South Africa",393,Utility Bills ,145.62
"Durban, South Africa",393,Internet 60mbps ,46.45
"Durban, South Africa",393,Gym Monthly ,27.8
"Durban, South Africa",393,Cinema Ticket,5.42
"Durban, South Africa",393,Levi 501 Jeans ,43.34
"Durban, South Africa",393,Summer dress ,28.29
"Durban, South Africa",393,Nike Runners ,74.59
"Bucharest, Romania",394,Food,107.8
"Bucharest, Romania",394,Public Transport,17.13
"Bucharest, Romania",394,Petrol 50L ,87.5
"Bucharest, Romania",394,Utility Bills ,118.89
"Bucharest, Romania",394,Internet 60mbps ,8.37
"Bucharest, Romania",394,Gym Monthly ,45.69
"Bucharest, Romania",394,Cinema Ticket,7.49
"Bucharest, Romania",394,Levi 501 Jeans ,72.85
"Bucharest, Romania",394,Summer dress ,39.63
"Bucharest, Romania",394,Nike Runners ,73.7
"Sofia, Bulgaria",395,Food,107.88
"Sofia, Bulgaria",395,Public Transport,26.72
"Sofia, Bulgaria",395,Petrol 50L ,87
"Sofia, Bulgaria",395,Utility Bills ,134.2
"Sofia, Bulgaria",395,Internet 60mbps ,12.8
"Sofia, Bulgaria",395,Gym Monthly ,29.6
"Sofia, Bulgaria",395,Cinema Ticket,8.01
"Sofia, Bulgaria",395,Levi 501 Jeans ,64.68
"Sofia, Bulgaria",395,Summer dress ,33.48
"Sofia, Bulgaria",395,Nike Runners ,79.16
"Guangzhou, China",396,Food,84.07
"Guangzhou, China",396,Public Transport,28.47
"Guangzhou, China",396,Petrol 50L ,59.5
"Guangzhou, China",396,Utility Bills ,59.65
"Guangzhou, China",396,Internet 60mbps ,16.66
"Guangzhou, China",396,Gym Monthly ,34.17
"Guangzhou, China",396,Cinema Ticket,8.54
"Guangzhou, China",396,Levi 501 Jeans ,63.43
"Guangzhou, China",396,Summer dress ,33.83
"Guangzhou, China",396,Nike Runners ,66.73
"Florianopolis, Brazil",397,Food,89.04
"Florianopolis, Brazil",397,Public Transport,41.96
"Florianopolis, Brazil",397,Petrol 50L ,64.5
"Florianopolis, Brazil",397,Utility Bills ,81.2
"Florianopolis, Brazil",397,Internet 60mbps ,22.36
"Florianopolis, Brazil",397,Gym Monthly ,25.85
"Florianopolis, Brazil",397,Cinema Ticket,5.94
"Florianopolis, Brazil",397,Levi 501 Jeans ,55.71
"Florianopolis, Brazil",397,Summer dress ,49.29
"Florianopolis, Brazil",397,Nike Runners ,83.27
"Belgrade, Serbia",398,Food,97.77
"Belgrade, Serbia",398,Public Transport,29.4
"Belgrade, Serbia",398,Petrol 50L ,90
"Belgrade, Serbia",398,Utility Bills ,152.57
"Belgrade, Serbia",398,Internet 60mbps ,24.23
"Belgrade, Serbia",398,Gym Monthly ,30.56
"Belgrade, Serbia",398,Cinema Ticket,5.39
"Belgrade, Serbia",398,Levi 501 Jeans ,70.48
"Belgrade, Serbia",398,Summer dress ,33.14
"Belgrade, Serbia",398,Nike Runners ,87.28
"Wroclaw, Poland",399,Food,92.03
"Wroclaw, Poland",399,Public Transport,24.79
"Wroclaw, Poland",399,Petrol 50L ,80.5
"Wroclaw, Poland",399,Utility Bills ,208.17
"Wroclaw, Poland",399,Internet 60mbps ,13.22
"Wroclaw, Poland",399,Gym Monthly ,26.51
"Wroclaw, Poland",399,Cinema Ticket,5.63
"Wroclaw, Poland",399,Levi 501 Jeans ,73.84
"Wroclaw, Poland",399,Summer dress ,33.94
"Wroclaw, Poland",399,Nike Runners ,68.22
"Podgorica, Montenegro",400,Food,80.99
"Podgorica, Montenegro",400,Public Transport,28.45
"Podgorica, Montenegro",400,Petrol 50L ,78
"Podgorica, Montenegro",400,Utility Bills ,112.63
"Podgorica, Montenegro",400,Internet 60mbps ,26.24
"Podgorica, Montenegro",400,Gym Monthly ,34.54
"Podgorica, Montenegro",400,Cinema Ticket,5.27
"Podgorica, Montenegro",400,Levi 501 Jeans ,68.49
"Podgorica, Montenegro",400,Summer dress ,33.87
"Podgorica, Montenegro",400,Nike Runners ,80.39
"Port Elizabeth, South Africa",402,Food,101.96
"Port Elizabeth, South Africa",402,Public Transport,19.96
"Port Elizabeth, South Africa",402,Petrol 50L ,63
"Port Elizabeth, South Africa",402,Utility Bills ,104.56
"Port Elizabeth, South Africa",402,Internet 60mbps ,50.01
"Port Elizabeth, South Africa",402,Gym Monthly ,37.78
"Port Elizabeth, South Africa",402,Cinema Ticket,7.07
"Port Elizabeth, South Africa",402,Levi 501 Jeans ,47.65
"Port Elizabeth, South Africa",402,Summer dress ,33.06
"Port Elizabeth, South Africa",402,Nike Runners ,103
"Sarajevo, Bosnia And Herzegovina",404,Food,81.48
"Sarajevo, Bosnia And Herzegovina",404,Public Transport,28.49
"Sarajevo, Bosnia And Herzegovina",404,Petrol 50L ,86.5
"Sarajevo, Bosnia And Herzegovina",404,Utility Bills ,157.04
"Sarajevo, Bosnia And Herzegovina",404,Internet 60mbps ,24.95
"Sarajevo, Bosnia And Herzegovina",404,Gym Monthly ,26.6
"Sarajevo, Bosnia And Herzegovina",404,Cinema Ticket,5.38
"Sarajevo, Bosnia And Herzegovina",404,Levi 501 Jeans ,69.37
"Sarajevo, Bosnia And Herzegovina",404,Summer dress ,33.64
"Sarajevo, Bosnia And Herzegovina",404,Nike Runners ,81.08
"Varna, Bulgaria",405,Food,89.81
"Varna, Bulgaria",405,Public Transport,21.37
"Varna, Bulgaria",405,Petrol 50L ,78.5
"Varna, Bulgaria",405,Utility Bills ,115.7
"Varna, Bulgaria",405,Internet 60mbps ,12.54
"Varna, Bulgaria",405,Gym Monthly ,27.7
"Varna, Bulgaria",405,Cinema Ticket,6.41
"Varna, Bulgaria",405,Levi 501 Jeans ,45.72
"Varna, Bulgaria",405,Summer dress ,31.05
"Varna, Bulgaria",405,Nike Runners ,73.52
"Poznan, Poland",406,Food,88.79
"Poznan, Poland",406,Public Transport,27.04
"Poznan, Poland",406,Petrol 50L ,76.5
"Poznan, Poland",406,Utility Bills ,130.41
"Poznan, Poland",406,Internet 60mbps ,14.26
"Poznan, Poland",406,Gym Monthly ,28.86
"Poznan, Poland",406,Cinema Ticket,6.54
"Poznan, Poland",406,Levi 501 Jeans ,72.68
"Poznan, Poland",406,Summer dress ,33.5
"Poznan, Poland",406,Nike Runners ,67.61
"Constanta, Romania",407,Food,96.53
"Constanta, Romania",407,Public Transport,21.41
"Constanta, Romania",407,Petrol 50L ,88
"Constanta, Romania",407,Utility Bills ,134.3
"Constanta, Romania",407,Internet 60mbps ,9.31
"Constanta, Romania",407,Gym Monthly ,40.98
"Constanta, Romania",407,Cinema Ticket,6.42
"Constanta, Romania",407,Levi 501 Jeans ,68.51
"Constanta, Romania",407,Summer dress ,36.16
"Constanta, Romania",407,Nike Runners ,77.28
"Rabat, Morocco",408,Food,73.49
"Rabat, Morocco",408,Public Transport,23.61
"Rabat, Morocco",408,Petrol 50L ,63.5
"Rabat, Morocco",408,Utility Bills ,37.51
"Rabat, Morocco",408,Internet 60mbps ,31.94
"Rabat, Morocco",408,Gym Monthly ,23.18
"Rabat, Morocco",408,Cinema Ticket,5.67
"Rabat, Morocco",408,Levi 501 Jeans ,60.21
"Rabat, Morocco",408,Summer dress ,44.86
"Rabat, Morocco",408,Nike Runners ,81.92
"Buenos Aires, Argentina",409,Food,72.56
"Buenos Aires, Argentina",409,Public Transport,10
"Buenos Aires, Argentina",409,Petrol 50L ,48.5
"Buenos Aires, Argentina",409,Utility Bills ,48.19
"Buenos Aires, Argentina",409,Internet 60mbps ,21.87
"Buenos Aires, Argentina",409,Gym Monthly ,23.63
"Buenos Aires, Argentina",409,Cinema Ticket,5
"Buenos Aires, Argentina",409,Levi 501 Jeans ,68.63
"Buenos Aires, Argentina",409,Summer dress ,44.81
"Buenos Aires, Argentina",409,Nike Runners ,99.89
"Bydgoszcz, Poland",410,Food,103.18
"Bydgoszcz, Poland",410,Public Transport,25.92
"Bydgoszcz, Poland",410,Petrol 50L ,73.5
"Bydgoszcz, Poland",410,Utility Bills ,292.96
"Bydgoszcz, Poland",410,Internet 60mbps ,14.2
"Bydgoszcz, Poland",410,Gym Monthly ,25.5
"Bydgoszcz, Poland",410,Cinema Ticket,5.97
"Bydgoszcz, Poland",410,Levi 501 Jeans ,87.45
"Bydgoszcz, Poland",410,Summer dress ,42.54
"Bydgoszcz, Poland",410,Nike Runners ,82.42
"Szeged, Hungary",411,Food,86.02
"Szeged, Hungary",411,Public Transport,20.57
"Szeged, Hungary",411,Petrol 50L ,61.5
"Szeged, Hungary",411,Utility Bills ,138.59
"Szeged, Hungary",411,Internet 60mbps ,11.74
"Szeged, Hungary",411,Gym Monthly ,31.37
"Szeged, Hungary",411,Cinema Ticket,4.54
"Szeged, Hungary",411,Levi 501 Jeans ,51.42
"Szeged, Hungary",411,Summer dress ,27
"Szeged, Hungary",411,Nike Runners ,55.28
"Hanoi, Vietnam",412,Food,71.15
"Hanoi, Vietnam",412,Public Transport,8.16
"Hanoi, Vietnam",412,Petrol 50L ,55.5
"Hanoi, Vietnam",412,Utility Bills ,74.36
"Hanoi, Vietnam",412,Internet 60mbps ,9.66
"Hanoi, Vietnam",412,Gym Monthly ,25.41
"Hanoi, Vietnam",412,Cinema Ticket,4.08
"Hanoi, Vietnam",412,Levi 501 Jeans ,34.45
"Hanoi, Vietnam",412,Summer dress ,29.14
"Hanoi, Vietnam",412,Nike Runners ,72.53
"Curitiba, Brazil",413,Food,80.36
"Curitiba, Brazil",413,Public Transport,44.07
"Curitiba, Brazil",413,Petrol 50L ,63.5
"Curitiba, Brazil",413,Utility Bills ,64.4
"Curitiba, Brazil",413,Internet 60mbps ,22.55
"Curitiba, Brazil",413,Gym Monthly ,22.02
"Curitiba, Brazil",413,Cinema Ticket,7.66
"Curitiba, Brazil",413,Levi 501 Jeans ,46.76
"Curitiba, Brazil",413,Summer dress ,42.3
"Curitiba, Brazil",413,Nike Runners ,68.47
"Timisoara, Romania",414,Food,87.55
"Timisoara, Romania",414,Public Transport,21.41
"Timisoara, Romania",414,Petrol 50L ,86.5
"Timisoara, Romania",414,Utility Bills ,138.3
"Timisoara, Romania",414,Internet 60mbps ,8.88
"Timisoara, Romania",414,Gym Monthly ,31.64
"Timisoara, Romania",414,Cinema Ticket,6.32
"Timisoara, Romania",414,Levi 501 Jeans ,52.09
"Timisoara, Romania",414,Summer dress ,32.1
"Timisoara, Romania",414,Nike Runners ,63.89
"Cluj-Napoca, Romania",415,Food,99.67
"Cluj-Napoca, Romania",415,Public Transport,19.8
"Cluj-Napoca, Romania",415,Petrol 50L ,86
"Cluj-Napoca, Romania",415,Utility Bills ,147.6
"Cluj-Napoca, Romania",415,Internet 60mbps ,8.4
"Cluj-Napoca, Romania",415,Gym Monthly ,36.47
"Cluj-Napoca, Romania",415,Cinema Ticket,6.42
"Cluj-Napoca, Romania",415,Levi 501 Jeans ,69.51
"Cluj-Napoca, Romania",415,Summer dress ,37.75
"Cluj-Napoca, Romania",415,Nike Runners ,77.62
"Debrecen, Hungary",416,Food,87.93
"Debrecen, Hungary",416,Public Transport,19.03
"Debrecen, Hungary",416,Petrol 50L ,61.5
"Debrecen, Hungary",416,Utility Bills ,109.65
"Debrecen, Hungary",416,Internet 60mbps ,11.34
"Debrecen, Hungary",416,Gym Monthly ,28.08
"Debrecen, Hungary",416,Cinema Ticket,5.14
"Debrecen, Hungary",416,Levi 501 Jeans ,68.29
"Debrecen, Hungary",416,Summer dress ,36
"Debrecen, Hungary",416,Nike Runners ,70.54
"Suzhou, China",417,Food,143.51
"Suzhou, China",417,Public Transport,42.71
"Suzhou, China",417,Petrol 50L ,59
"Suzhou, China",417,Utility Bills ,64.83
"Suzhou, China",417,Internet 60mbps ,12.61
"Suzhou, China",417,Gym Monthly ,49.17
"Suzhou, China",417,Cinema Ticket,9.61
"Suzhou, China",417,Levi 501 Jeans ,72.96
"Suzhou, China",417,Summer dress ,56.92
"Suzhou, China",417,Nike Runners ,99.65
"Manila, Philippines",418,Food,79.06
"Manila, Philippines",418,Public Transport,12.04
"Manila, Philippines",418,Petrol 50L ,70
"Manila, Philippines",418,Utility Bills ,98.89
"Manila, Philippines",418,Internet 60mbps ,37.97
"Manila, Philippines",418,Gym Monthly ,50.24
"Manila, Philippines",418,Cinema Ticket,5.74
"Manila, Philippines",418,Levi 501 Jeans ,39.02
"Manila, Philippines",418,Summer dress ,28.23
"Manila, Philippines",418,Nike Runners ,72.61
"Istanbul, Turkey",419,Food,73.84
"Istanbul, Turkey",419,Public Transport,32.31
"Istanbul, Turkey",419,Petrol 50L ,65.5
"Istanbul, Turkey",419,Utility Bills ,68.88
"Istanbul, Turkey",419,Internet 60mbps ,8.9
"Istanbul, Turkey",419,Gym Monthly ,26.37
"Istanbul, Turkey",419,Cinema Ticket,3.76
"Istanbul, Turkey",419,Levi 501 Jeans ,47.96
"Istanbul, Turkey",419,Summer dress ,31.58
"Istanbul, Turkey",419,Nike Runners ,78.86
"Ho Chi Minh City, Vietnam",420,Food,77.6
"Ho Chi Minh City, Vietnam",420,Public Transport,5.51
"Ho Chi Minh City, Vietnam",420,Petrol 50L ,55.5
"Ho Chi Minh City, Vietnam",420,Utility Bills ,74.15
"Ho Chi Minh City, Vietnam",420,Internet 60mbps ,11.48
"Ho Chi Minh City, Vietnam",420,Gym Monthly ,26.72
"Ho Chi Minh City, Vietnam",420,Cinema Ticket,3.67
"Ho Chi Minh City, Vietnam",420,Levi 501 Jeans ,45.63
"Ho Chi Minh City, Vietnam",420,Summer dress ,35.57
"Ho Chi Minh City, Vietnam",420,Nike Runners ,88.58
"Katowice, Poland",421,Food,89.06
"Katowice, Poland",421,Public Transport,34.82
"Katowice, Poland",421,Petrol 50L ,73
"Katowice, Poland",421,Utility Bills ,228.13
"Katowice, Poland",421,Internet 60mbps ,14.34
"Katowice, Poland",421,Gym Monthly ,22.26
"Katowice, Poland",421,Cinema Ticket,5.41
"Katowice, Poland",421,Levi 501 Jeans ,65.43
"Katowice, Poland",421,Summer dress ,32.68
"Katowice, Poland",421,Nike Runners ,60.85
"Szczecin, Poland",422,Food,89.69
"Szczecin, Poland",422,Public Transport,22.54
"Szczecin, Poland",422,Petrol 50L ,73.5
"Szczecin, Poland",422,Utility Bills ,157.01
"Szczecin, Poland",422,Internet 60mbps ,13.2
"Szczecin, Poland",422,Gym Monthly ,31.18
"Szczecin, Poland",422,Cinema Ticket,5.07
"Szczecin, Poland",422,Levi 501 Jeans ,63.43
"Szczecin, Poland",422,Summer dress ,32.2
"Szczecin, Poland",422,Nike Runners ,66
"Chelyabinsk, Russia",423,Food,96.14
"Chelyabinsk, Russia",423,Public Transport,27.49
"Chelyabinsk, Russia",423,Petrol 50L ,39.5
"Chelyabinsk, Russia",423,Utility Bills ,140.58
"Chelyabinsk, Russia",423,Internet 60mbps ,8.31
"Chelyabinsk, Russia",423,Gym Monthly ,37.84
"Chelyabinsk, Russia",423,Cinema Ticket,4.64
"Chelyabinsk, Russia",423,Levi 501 Jeans ,71.2
"Chelyabinsk, Russia",423,Summer dress ,53.33
"Chelyabinsk, Russia",423,Nike Runners ,132.8
"Tirana, Albania",424,Food,92.74
"Tirana, Albania",424,Public Transport,14.42
"Tirana, Albania",424,Petrol 50L ,106.5
"Tirana, Albania",424,Utility Bills ,92.68
"Tirana, Albania",424,Internet 60mbps ,15.95
"Tirana, Albania",424,Gym Monthly ,36.09
"Tirana, Albania",424,Cinema Ticket,6.67
"Tirana, Albania",424,Levi 501 Jeans ,46.85
"Tirana, Albania",424,Summer dress ,35.59
"Tirana, Albania",424,Nike Runners ,76.27
"Lodz, Poland",425,Food,84.05
"Lodz, Poland",425,Public Transport,28.4
"Lodz, Poland",425,Petrol 50L ,74.5
"Lodz, Poland",425,Utility Bills ,193.54
"Lodz, Poland",425,Internet 60mbps ,13.25
"Lodz, Poland",425,Gym Monthly ,28.32
"Lodz, Poland",425,Cinema Ticket,6.54
"Lodz, Poland",425,Levi 501 Jeans ,72.39
"Lodz, Poland",425,Summer dress ,36.48
"Lodz, Poland",425,Nike Runners ,64.15
"Brasov, Romania",426,Food,90.39
"Brasov, Romania",426,Public Transport,18.2
"Brasov, Romania",426,Petrol 50L ,87.5
"Brasov, Romania",426,Utility Bills ,125.52
"Brasov, Romania",426,Internet 60mbps ,9.47
"Brasov, Romania",426,Gym Monthly ,39.25
"Brasov, Romania",426,Cinema Ticket,6.74
"Brasov, Romania",426,Levi 501 Jeans ,73.68
"Brasov, Romania",426,Summer dress ,46.24
"Brasov, Romania",426,Nike Runners ,70.07
"Banja Luka, Bosnia And Herzegovina",427,Food,76.5
"Banja Luka, Bosnia And Herzegovina",427,Public Transport,29.56
"Banja Luka, Bosnia And Herzegovina",427,Petrol 50L ,74.5
"Banja Luka, Bosnia And Herzegovina",427,Utility Bills ,162.02
"Banja Luka, Bosnia And Herzegovina",427,Internet 60mbps ,20.26
"Banja Luka, Bosnia And Herzegovina",427,Gym Monthly ,21.84
"Banja Luka, Bosnia And Herzegovina",427,Cinema Ticket,3.23
"Banja Luka, Bosnia And Herzegovina",427,Levi 501 Jeans ,80.04
"Banja Luka, Bosnia And Herzegovina",427,Summer dress ,37.63
"Banja Luka, Bosnia And Herzegovina",427,Nike Runners ,73.91
"Iasi, Romania",428,Food,84.36
"Iasi, Romania",428,Public Transport,21.41
"Iasi, Romania",428,Petrol 50L ,88
"Iasi, Romania",428,Utility Bills ,114.73
"Iasi, Romania",428,Internet 60mbps ,7.61
"Iasi, Romania",428,Gym Monthly ,40.09
"Iasi, Romania",428,Cinema Ticket,5.35
"Iasi, Romania",428,Levi 501 Jeans ,53.77
"Iasi, Romania",428,Summer dress ,33.76
"Iasi, Romania",428,Nike Runners ,65.3
"Plovdiv, Bulgaria",429,Food,91.32
"Plovdiv, Bulgaria",429,Public Transport,26.72
"Plovdiv, Bulgaria",429,Petrol 50L ,78
"Plovdiv, Bulgaria",429,Utility Bills ,81.06
"Plovdiv, Bulgaria",429,Internet 60mbps ,12.25
"Plovdiv, Bulgaria",429,Gym Monthly ,25.11
"Plovdiv, Bulgaria",429,Cinema Ticket,7.35
"Plovdiv, Bulgaria",429,Levi 501 Jeans ,41.15
"Plovdiv, Bulgaria",429,Summer dress ,26.46
"Plovdiv, Bulgaria",429,Nike Runners ,68.39
"Yekaterinburg, Russia",431,Food,107.99
"Yekaterinburg, Russia",431,Public Transport,32.8
"Yekaterinburg, Russia",431,Petrol 50L ,40.5
"Yekaterinburg, Russia",431,Utility Bills ,120.47
"Yekaterinburg, Russia",431,Internet 60mbps ,9.26
"Yekaterinburg, Russia",431,Gym Monthly ,33.07
"Yekaterinburg, Russia",431,Cinema Ticket,5.68
"Yekaterinburg, Russia",431,Levi 501 Jeans ,91.89
"Yekaterinburg, Russia",431,Summer dress ,51.01
"Yekaterinburg, Russia",431,Nike Runners ,120
"Burgas, Bulgaria",432,Food,91.2
"Burgas, Bulgaria",432,Public Transport,24.04
"Burgas, Bulgaria",432,Petrol 50L ,75.5
"Burgas, Bulgaria",432,Utility Bills ,94.7
"Burgas, Bulgaria",432,Internet 60mbps ,10.29
"Burgas, Bulgaria",432,Gym Monthly ,25.65
"Burgas, Bulgaria",432,Cinema Ticket,6.41
"Burgas, Bulgaria",432,Levi 501 Jeans ,53.16
"Burgas, Bulgaria",432,Summer dress ,24.49
"Burgas, Bulgaria",432,Nike Runners ,70.13
"Chengdu, China",433,Food,90.23
"Chengdu, China",433,Public Transport,26.61
"Chengdu, China",433,Petrol 50L ,59.5
"Chengdu, China",433,Utility Bills ,36.49
"Chengdu, China",433,Internet 60mbps ,10.57
"Chengdu, China",433,Gym Monthly ,40.16
"Chengdu, China",433,Cinema Ticket,5.69
"Chengdu, China",433,Levi 501 Jeans ,83.57
"Chengdu, China",433,Summer dress ,32.52
"Chengdu, China",433,Nike Runners ,92.12
"Cuenca, Ecuador",434,Food,87.68
"Cuenca, Ecuador",434,Public Transport,25
"Cuenca, Ecuador",434,Petrol 50L ,35.5
"Cuenca, Ecuador",434,Utility Bills ,35.88
"Cuenca, Ecuador",434,Internet 60mbps ,36.78
"Cuenca, Ecuador",434,Gym Monthly ,34.12
"Cuenca, Ecuador",434,Cinema Ticket,6.25
"Cuenca, Ecuador",434,Levi 501 Jeans ,61.25
"Cuenca, Ecuador",434,Summer dress ,45
"Cuenca, Ecuador",434,Nike Runners ,89.5
"Lublin, Poland",435,Food,77.22
"Lublin, Poland",435,Public Transport,26.82
"Lublin, Poland",435,Petrol 50L ,72.5
"Lublin, Poland",435,Utility Bills ,165.27
"Lublin, Poland",435,Internet 60mbps ,13.04
"Lublin, Poland",435,Gym Monthly ,22.54
"Lublin, Poland",435,Cinema Ticket,5.63
"Lublin, Poland",435,Levi 501 Jeans ,54.09
"Lublin, Poland",435,Summer dress ,29.3
"Lublin, Poland",435,Nike Runners ,64.23
"Colombo, Sri Lanka",436,Food,53.92
"Colombo, Sri Lanka",436,Public Transport,4.07
"Colombo, Sri Lanka",436,Petrol 50L ,58.5
"Colombo, Sri Lanka",436,Utility Bills ,23.56
"Colombo, Sri Lanka",436,Internet 60mbps ,9.61
"Colombo, Sri Lanka",436,Gym Monthly ,9.43
"Colombo, Sri Lanka",436,Cinema Ticket,2.37
"Colombo, Sri Lanka",436,Levi 501 Jeans ,20.59
"Colombo, Sri Lanka",436,Summer dress ,12.77
"Colombo, Sri Lanka",436,Nike Runners ,44.42
"Samara, Russia",437,Food,113.39
"Samara, Russia",437,Public Transport,31.76
"Samara, Russia",437,Petrol 50L ,40
"Samara, Russia",437,Utility Bills ,106.24
"Samara, Russia",437,Internet 60mbps ,7.85
"Samara, Russia",437,Gym Monthly ,31.04
"Samara, Russia",437,Cinema Ticket,5.6
"Samara, Russia",437,Levi 501 Jeans ,73.45
"Samara, Russia",437,Summer dress ,57.14
"Samara, Russia",437,Nike Runners ,122.07
"Arad, Romania",438,Food,80.56
"Arad, Romania",438,Public Transport,19.27
"Arad, Romania",438,Petrol 50L ,85.5
"Arad, Romania",438,Utility Bills ,147.42
"Arad, Romania",438,Internet 60mbps ,8.03
"Arad, Romania",438,Gym Monthly ,28.9
"Arad, Romania",438,Cinema Ticket,4.28
"Arad, Romania",438,Levi 501 Jeans ,64.22
"Arad, Romania",438,Summer dress ,34.79
"Arad, Romania",438,Nike Runners ,74.93
"Surabaya, Indonesia",439,Food,55.6
"Surabaya, Indonesia",439,Public Transport,9.72
"Surabaya, Indonesia",439,Petrol 50L ,39.5
"Surabaya, Indonesia",439,Utility Bills ,73.31
"Surabaya, Indonesia",439,Internet 60mbps ,28.38
"Surabaya, Indonesia",439,Gym Monthly ,33.88
"Surabaya, Indonesia",439,Cinema Ticket,3.24
"Surabaya, Indonesia",439,Levi 501 Jeans ,48.38
"Surabaya, Indonesia",439,Summer dress ,32.41
"Surabaya, Indonesia",439,Nike Runners ,75
"Casablanca, Morocco",440,Food,66.55
"Casablanca, Morocco",440,Public Transport,21.72
"Casablanca, Morocco",440,Petrol 50L ,71.5
"Casablanca, Morocco",440,Utility Bills ,37.98
"Casablanca, Morocco",440,Internet 60mbps ,36.34
"Casablanca, Morocco",440,Gym Monthly ,20.64
"Casablanca, Morocco",440,Cinema Ticket,5.9
"Casablanca, Morocco",440,Levi 501 Jeans ,42.72
"Casablanca, Morocco",440,Summer dress ,37.55
"Casablanca, Morocco",440,Nike Runners ,82.66
"Sibiu, Romania",441,Food,82.09
"Sibiu, Romania",441,Public Transport,12.84
"Sibiu, Romania",441,Petrol 50L ,85.5
"Sibiu, Romania",441,Utility Bills ,123.96
"Sibiu, Romania",441,Internet 60mbps ,8.35
"Sibiu, Romania",441,Gym Monthly ,34.25
"Sibiu, Romania",441,Cinema Ticket,6.32
"Sibiu, Romania",441,Levi 501 Jeans ,50.71
"Sibiu, Romania",441,Summer dress ,39.25
"Sibiu, Romania",441,Nike Runners ,65.56
"Bandung, Indonesia",442,Food,58.85
"Bandung, Indonesia",442,Public Transport,14.09
"Bandung, Indonesia",442,Petrol 50L ,40
"Bandung, Indonesia",442,Utility Bills ,34.32
"Bandung, Indonesia",442,Internet 60mbps ,36.58
"Bandung, Indonesia",442,Gym Monthly ,23.24
"Bandung, Indonesia",442,Cinema Ticket,3.24
"Bandung, Indonesia",442,Levi 501 Jeans ,36.73
"Bandung, Indonesia",442,Summer dress ,23.05
"Bandung, Indonesia",442,Nike Runners ,56.49
